date2,month_num,atemp,plot_year
1980-10-01,10,71,2021
1980-10-02,10,73.0325,2021
1980-10-03,10,72.35,2021
1980-10-04,10,71.2625,2021
1980-10-05,10,69.005,2021
1980-10-06,10,65.84,2021
1980-10-07,10,61.415,2021
1980-10-08,10,57.9875,2021
1980-10-09,10,63.7625,2021
1980-10-10,10,64.865,2021
1980-10-11,10,59.6225,2021
1980-10-12,10,58.865,2021
1980-10-13,10,60.0275,2021
1980-10-14,10,64.025,2021
1980-10-15,10,60.2525,2021
1980-10-16,10,61.055,2021
1980-10-17,10,56.045,2021
1980-10-18,10,51.275,2021
1980-10-19,10,51.2,2021
1980-10-20,10,53.165,2021
1980-10-21,10,60.125,2021
1980-10-22,10,60.0725,2021
1980-10-23,10,54.2525,2021
1980-10-24,10,56.015,2021
1980-10-25,10,56.795,2021
1980-10-26,10,54.2,2021
1980-10-27,10,59.105,2021
1980-10-28,10,64.7675,2021
1980-10-29,10,61.0025,2021
1980-10-30,10,61.46,2021
1980-10-31,10,57.8825,2021
1980-11-01,11,57.6125,2021
1980-11-02,11,60.6875,2021
1980-11-03,11,57.71,2021
1980-11-04,11,60.83,2021
1980-11-05,11,52.088,2021
1980-11-06,11,52.2875,2021
1980-11-07,11,47.2928,2021
1980-11-08,11,46.715,2021
1980-11-09,11,52.5725,2021
1980-11-10,11,55.85,2021
1980-11-11,11,60.5375,2021
1980-11-12,11,54.9725,2021
1980-11-13,11,61.9475,2021
1980-11-14,11,54.9275,2021
1980-11-15,11,52.175,2021
1980-11-16,11,58.9325,2021
1980-11-17,11,56.75,2021
1980-11-18,11,49.34,2021
1980-11-19,11,52.4825,2021
1980-11-20,11,59.66,2021
1980-11-21,11,57.95,2021
1980-11-22,11,48.8375,2021
1980-11-23,11,51.71,2021
1980-11-24,11,56.3,2021
1980-11-25,11,47.9975,2021
1980-11-26,11,52.2125,2021
1980-11-27,11,53.375,2021
1980-11-28,11,54.6125,2021
1980-11-29,11,53.6525,2021
1980-11-30,11,60.0096,2021
1980-12-01,12,62.1275,2021
1980-12-02,12,52.8275,2021
1980-12-03,12,49.3175,2021
1980-12-04,12,49.2425,2021
1980-12-05,12,50.6225,2021
1980-12-06,12,46.4525,2021
1980-12-07,12,53.3375,2021
1980-12-08,12,50.135,2021
1980-12-09,12,49.1075,2021
1980-12-10,12,42.86,2021
1980-12-11,12,40.505,2021
1980-12-12,12,45.8525,2021
1980-12-13,12,46.805,2021
1980-12-14,12,41.6429,2021
1980-12-15,12,42.4025,2021
1980-12-16,12,51.2109,2021
1980-12-17,12,43.412,2021
1980-12-18,12,48.9513,2021
1980-12-19,12,48.815,2021
1980-12-20,12,43.79,2021
1980-12-21,12,37.7975,2021
1980-12-22,12,44.2775,2021
1980-12-23,12,46.565,2021
1980-12-24,12,49.0325,2021
1980-12-25,12,45.0725,2021
1980-12-26,12,42.26,2021
1980-12-27,12,43.145,2021
1980-12-28,12,37.9175,2021
1980-12-29,12,38.3675,2021
1980-12-30,12,39.83,2021
1980-12-31,12,40.0775,2021
1980-01-01,1,46.841,2021
1980-01-02,1,47.7745,2021
1980-01-03,1,48.1591,2021
1980-01-04,1,49.1391,2021
1980-01-05,1,46.3182,2021
1980-01-06,1,41.51,2021
1980-01-07,1,44.2175,2021
1980-01-08,1,46.415,2021
1980-01-09,1,48.185,2021
1980-01-10,1,44.93,2021
1980-01-11,1,44.87,2021
1980-01-12,1,47.8475,2021
1980-01-13,1,52.73,2021
1980-01-14,1,55.3053,2021
1980-01-15,1,51.524,2021
1980-01-16,1,60.0425,2021
1980-01-17,1,67.9175,2021
1980-01-18,1,62.96,2021
1980-01-19,1,56.54,2021
1980-01-20,1,49.625,2021
1980-01-21,1,46.1225,2021
1980-01-22,1,47.2175,2021
1980-01-23,1,47.39,2021
1980-01-24,1,39.1025,2021
1980-01-25,1,42.5965,2021
1980-01-26,1,33.8825,2021
1980-01-27,1,42.215,2021
1980-01-28,1,42.59,2021
1980-01-29,1,44.1275,2021
1980-01-30,1,47.42,2021
1980-01-31,1,47.9525,2021
1980-02-01,2,50.3675,2021
1980-02-02,2,49.985,2021
1980-02-03,2,45.17,2021
1980-02-04,2,52.265,2021
1980-02-05,2,56.6825,2021
1980-02-06,2,56.675,2021
1980-02-07,2,51.41,2021
1980-02-08,2,49.6625,2021
1980-02-09,2,51.575,2021
1980-02-10,2,51.53,2021
1980-02-11,2,48.785,2021
1980-02-12,2,50.54,2021
1980-02-13,2,49.9,2021
1980-02-24,2,56.075,2021
1980-02-25,2,56.24,2021
1980-02-26,2,49.955,2021
1980-02-27,2,49.01,2021
1980-02-28,2,56.285,2021
1980-03-01,3,50.2325,2021
1980-03-02,3,53.255,2021
1980-03-03,3,54.187,2021
1980-03-04,3,52.1675,2021
1980-03-05,3,52.73,2021
1980-03-06,3,49.1525,2021
1980-03-07,3,49.9609,2021
1980-03-08,3,47.4275,2021
1980-03-09,3,45.92,2021
1980-03-10,3,41.7725,2021
1980-03-11,3,49.0325,2021
1980-03-12,3,56.87,2021
1980-03-13,3,50.87,2021
1980-03-14,3,45.4765,2021
1980-03-15,3,44.7875,2021
1980-03-16,3,48.635,2021
1980-03-17,3,50.6075,2021
1980-03-18,3,49.1825,2021
1980-03-19,3,52.0504,2021
1980-03-20,3,48.9425,2021
1980-03-21,3,53.5325,2021
1980-03-22,3,55.987,2021
1980-03-23,3,55.46,2021
1980-03-24,3,58.9625,2021
1980-03-25,3,56.495,2021
1980-03-26,3,59.3,2021
1980-03-27,3,62.84,2021
1980-03-28,3,60.6725,2021
1980-03-29,3,60.5627,2021
1980-03-30,3,62.0075,2021
1980-03-31,3,67.0175,2021
1980-04-01,4,61.5425,2021
1980-04-02,4,61.8725,2021
1980-04-03,4,59.255,2021
1980-04-04,4,57.2375,2021
1980-04-05,4,59.9525,2021
1980-04-06,4,61.205,2021
1980-04-07,4,60.125,2021
1980-04-08,4,58.7975,2021
1980-04-09,4,59.7575,2021
1980-04-10,4,61.2275,2021
1980-04-11,4,68.51,2021
1980-04-12,4,68.8475,2021
1980-04-13,4,64.2125,2021
1980-04-14,4,62.93,2021
1980-04-15,4,59.6975,2021
1980-04-16,4,65.6975,2021
1980-04-17,4,67.2725,2021
1980-04-18,4,68.615,2021
1980-04-19,4,70.985,2021
1980-04-20,4,64.0175,2021
1980-04-21,4,70.2875,2021
1980-04-22,4,64.76,2021
1980-04-23,4,64.22,2021
1980-04-24,4,60.1175,2021
1980-04-25,4,51.545,2021
1980-04-26,4,51.29,2021
1980-04-27,4,62.585,2021
1980-04-28,4,67.745,2021
1980-04-29,4,70.235,2021
1980-04-30,4,72.4325,2021
1980-05-01,5,70.55,2021
1980-05-02,5,70.535,2021
1980-05-03,5,73.3325,2021
1980-05-04,5,75.8,2021
1980-05-05,5,77,2021
1980-05-06,5,71.7575,2021
1980-05-07,5,69.815,2021
1980-05-08,5,70.9475,2021
1980-05-09,5,73.7225,2021
1980-05-10,5,75.3425,2021
1980-05-11,5,78.1025,2021
1980-05-12,5,76.97,2021
1980-05-13,5,77.315,2021
1980-05-14,5,75.5075,2021
1980-05-15,5,70.415,2021
1980-05-16,5,72.395,2021
1980-05-17,5,71.9825,2021
1980-05-18,5,73.0318,2021
1980-05-19,5,65.075,2021
1980-05-20,5,60.0878,2021
1980-05-21,5,62.8175,2021
1980-05-22,5,66.7791,2021
1980-05-23,5,68.9825,2021
1980-05-24,5,71.375,2021
1980-05-25,5,71.8175,2021
1980-05-26,5,75.8,2021
1980-05-27,5,73.6625,2021
1980-05-28,5,79.5936,2021
1980-05-29,5,87.5686,2021
1980-05-30,5,86.405,2021
1980-05-31,5,92.705,2021
1980-06-01,6,89,2021
1980-06-02,6,86.705,2021
1980-06-03,6,87.335,2021
1980-06-04,6,87.1775,2021
1980-06-05,6,84.5,2021
1980-06-06,6,80,2021
1980-06-07,6,72.5375,2021
1980-06-08,6,64.91,2021
1980-06-09,6,64.025,2021
1980-06-10,6,65.285,2021
1980-06-11,6,69.4625,2021
1980-06-12,6,76.0775,2021
1980-06-13,6,80.375,2021
1980-06-14,6,77.285,2021
1980-06-15,6,74.84,2021
1980-06-16,6,85.6625,2021
1980-06-17,6,92.315,2021
1980-06-18,6,92.84,2021
1980-06-19,6,92.9075,2021
1980-06-20,6,88.9025,2021
1980-06-21,6,85.3775,2021
1980-06-22,6,82.1525,2021
1980-06-23,6,81.125,2021
1980-06-24,6,82.34,2021
1980-06-25,6,86.2775,2021
1980-06-26,6,93.125,2021
1980-06-27,6,92.435,2021
1980-06-28,6,89.81,2021
1980-06-29,6,90.1025,2021
1980-06-30,6,90.9125,2021
1980-07-01,7,86.1725,2021
1980-07-02,7,87.23,2021
1980-07-03,7,88.55,2021
1980-07-04,7,87.665,2021
1980-07-05,7,87.4475,2021
1980-07-06,7,86.345,2021
1980-07-07,7,87.89,2021
1980-07-08,7,88.6775,2021
1980-07-09,7,93.035,2021
1980-07-10,7,96.6674,2021
1980-07-12,7,92.5829,2021
1980-07-13,7,86.735,2021
1980-07-14,7,83.7875,2021
1980-07-15,7,81.92,2021
1980-07-16,7,82.5725,2021
1980-07-17,7,84.17,2021
1980-07-18,7,88.295,2021
1980-07-19,7,87.995,2021
1980-07-20,7,86.465,2021
1980-07-21,7,85.175,2021
1980-07-22,7,85.7,2021
1980-07-23,7,85.475,2021
1980-07-24,7,81.965,2021
1980-07-25,7,85.7225,2021
1980-07-26,7,84.5075,2021
1980-07-27,7,74.2625,2021
1980-07-28,7,86.465,2021
1980-07-29,7,90.725,2021
1980-07-30,7,93.125,2021
1980-07-31,7,90.29,2021
1980-08-01,8,89.0975,2021
1980-08-02,8,83.375,2021
1980-08-03,8,83.3675,2021
1980-08-04,8,84.635,2021
1980-08-05,8,76.9242,2021
1980-08-06,8,84.035,2021
1980-08-07,8,81.2075,2021
1980-08-08,8,81.725,2021
1980-08-09,8,84.5,2021
1980-08-10,8,85.97,2021
1980-08-11,8,88.115,2021
1980-08-12,8,87.845,2021
1980-08-13,8,83.4425,2021
1980-08-14,8,89.2625,2021
1980-08-15,8,92.4275,2021
1980-08-16,8,87.9875,2021
1980-08-17,8,82.5275,2021
1980-08-18,8,80.6225,2021
1980-08-19,8,84.41,2021
1980-08-20,8,78.71,2021
1980-08-21,8,73.445,2021
1980-08-22,8,74.2775,2021
1980-08-23,8,75.218,2021
1980-08-24,8,74.885,2021
1980-08-25,8,75.6725,2021
1980-08-26,8,79.955,2021
1980-08-27,8,88.355,2021
1980-08-28,8,89.075,2021
1980-08-29,8,82.355,2021
1980-08-30,8,83.12,2021
1980-08-31,8,81.5825,2021
1980-09-01,9,74.5945,2021
1980-09-02,9,71.6225,2021
1980-09-03,9,73.1225,2021
1980-09-04,9,76.625,2021
1980-09-05,9,78.0425,2021
1980-09-06,9,79.64,2021
1980-09-07,9,87.1896,2021
1980-09-08,9,86.8025,2021
1980-09-09,9,84.7475,2021
1980-09-10,9,78.4625,2021
1980-09-11,9,79.61,2021
1980-09-12,9,77.6675,2021
1980-09-13,9,80.7017,2021
1980-09-14,9,82.6175,2021
1980-09-15,9,78.6725,2021
1980-09-16,9,75.8675,2021
1980-09-17,9,73.91,2021
1980-09-18,9,63.2375,2021
1980-09-19,9,68.2925,2021
1980-09-20,9,78.65,2021
1980-09-21,9,77.3825,2021
1980-09-22,9,76.9475,2021
1980-09-23,9,84.665,2021
1980-09-24,9,80.87,2021
1980-09-25,9,75.92,2021
1980-09-26,9,70.565,2021
1980-09-27,9,64.7075,2021
1980-09-28,9,64.76,2021
1980-09-29,9,72.5375,2021
1980-09-30,9,75.6425,2021
1980-01-01,1,46.14016,2011-2021
1980-01-02,1,43.58157,2011-2021
1980-01-03,1,43.98241,2011-2021
1980-01-04,1,46.36279,2011-2021
1980-01-05,1,46.45149,2011-2021
1980-01-06,1,44.96825,2011-2021
1980-01-07,1,45.41825,2011-2021
1980-01-08,1,47.77475,2011-2021
1980-01-09,1,47.5355,2011-2021
1980-01-10,1,46.12475,2011-2021
1980-01-11,1,46.56725,2011-2021
1980-01-12,1,46.952422222222225,2011-2021
1980-01-13,1,49.855,2011-2021
1980-01-14,1,48.12531111111111,2011-2021
1980-01-15,1,46.5985,2011-2021
1980-01-16,1,48.766666666666666,2011-2021
1980-01-17,1,49.23351111111111,2011-2021
1980-01-18,1,49.29597777777778,2011-2021
1980-01-19,1,48.130833333333335,2011-2021
1980-01-20,1,47.26833333333334,2011-2021
1980-01-21,1,48.107822222222225,2011-2021
1980-01-22,1,48.193333333333335,2011-2021
1980-01-23,1,49.48442222222222,2011-2021
1980-01-24,1,50.07754444444444,2011-2021
1980-01-25,1,50.13081,2011-2021
1980-01-26,1,49.12775,2011-2021
1980-01-27,1,49.58791,2011-2021
1980-01-28,1,50.312,2011-2021
1980-01-29,1,49.8755,2011-2021
1980-01-30,1,51.89031,2011-2021
1980-01-31,1,49.73958,2011-2021
1980-02-01,2,49.65692,2011-2021
1980-02-02,2,50.33368,2011-2021
1980-02-03,2,49.556,2011-2021
1980-02-04,2,50.03574,2011-2021
1980-02-05,2,49.84603,2011-2021
1980-02-06,2,50.94409,2011-2021
1980-02-07,2,52.986689999999996,2011-2021
1980-02-08,2,53.48698,2011-2021
1980-02-09,2,52.463750000000005,2011-2021
1980-02-10,2,52.0115,2011-2021
1980-02-11,2,51.75569,2011-2021
1980-02-12,2,51.85789,2011-2021
1980-02-13,2,50.58191,2011-2021
1980-02-14,2,53.380633333333336,2011-2021
1980-02-15,2,55.01471111111111,2011-2021
1980-02-16,2,53.58416666666667,2011-2021
1980-02-17,2,51.364644444444444,2011-2021
1980-02-18,2,50.21,2011-2021
1980-02-19,2,48.41384444444444,2011-2021
1980-02-20,2,49.768433333333334,2011-2021
1980-02-21,2,51.73401111111111,2011-2021
1980-02-22,2,52.380833333333335,2011-2021
1980-02-23,2,50.09916666666667,2011-2021
1980-02-24,2,51.80016,2011-2021
1980-02-25,2,52.3625,2011-2021
1980-02-26,2,51.41225,2011-2021
1980-02-27,2,51.01022,2011-2021
1980-02-28,2,50.30215,2011-2021
1980-02-29,2,50.96,2011-2021
1980-03-01,3,53.14175,2011-2021
1980-03-02,3,53.95221,2011-2021
1980-03-03,3,53.66369,2011-2021
1980-03-04,3,53.16246,2011-2021
1980-03-05,3,50.84075,2011-2021
1980-03-06,3,51.1535,2011-2021
1980-03-07,3,51.38023,2011-2021
1980-03-08,3,52.59091,2011-2021
1980-03-09,3,54.45771,2011-2021
1980-03-10,3,54.34029,2011-2021
1980-03-11,3,56.01596,2011-2021
1980-03-12,3,57.664159999999995,2011-2021
1980-03-13,3,55.040749999999996,2011-2021
1980-03-14,3,54.41102,2011-2021
1980-03-15,3,54.78275,2011-2021
1980-03-16,3,54.20225,2011-2021
1980-03-17,3,53.74351,2011-2021
1980-03-18,3,55.1122,2011-2021
1980-03-19,3,56.04154,2011-2021
1980-03-20,3,53.82663,2011-2021
1980-03-21,3,55.42622,2011-2021
1980-03-22,3,53.7457,2011-2021
1980-03-23,3,52.556,2011-2021
1980-03-24,3,52.95275,2011-2021
1980-03-25,3,53.50475,2011-2021
1980-03-26,3,54.55945,2011-2021
1980-03-27,3,56.984,2011-2021
1980-03-28,3,58.33061,2011-2021
1980-03-29,3,60.1118,2011-2021
1980-03-30,3,58.73368,2011-2021
1980-03-31,3,57.90106,2011-2021
1980-04-01,4,58.41048,2011-2021
1980-04-02,4,59.07372,2011-2021
1980-04-03,4,57.11,2011-2021
1980-04-04,4,57.81735,2011-2021
1980-04-05,4,57.07798,2011-2021
1980-04-06,4,57.39409,2011-2021
1980-04-07,4,59.62175,2011-2021
1980-04-08,4,57.515,2011-2021
1980-04-09,4,59.1726,2011-2021
1980-04-10,4,60.90302,2011-2021
1980-04-11,4,60.56678,2011-2021
1980-04-12,4,60.119,2011-2021
1980-04-13,4,59.2415,2011-2021
1980-04-14,4,59.39825,2011-2021
1980-04-15,4,60.136449999999996,2011-2021
1980-04-16,4,61.169000000000004,2011-2021
1980-04-17,4,61.53154,2011-2021
1980-04-18,4,64.72625,2011-2021
1980-04-19,4,65.7065,2011-2021
1980-04-20,4,65.50723,2011-2021
1980-04-21,4,66.14898,2011-2021
1980-04-22,4,66.2375,2011-2021
1980-04-23,4,67.08735,2011-2021
1980-04-24,4,64.83249,2011-2021
1980-04-25,4,62.4649,2011-2021
1980-04-26,4,62.65925,2011-2021
1980-04-27,4,66.755,2011-2021
1980-04-28,4,67.66475,2011-2021
1980-04-29,4,68.54297,2011-2021
1980-04-30,4,68.65113,2011-2021
1980-05-01,5,68.65361,2011-2021
1980-05-02,5,69.08144,2011-2021
1980-05-03,5,69.72275,2011-2021
1980-05-04,5,70.10202,2011-2021
1980-05-05,5,68.35775,2011-2021
1980-05-06,5,67.2845,2011-2021
1980-05-07,5,68.61425,2011-2021
1980-05-08,5,71.07893,2011-2021
1980-05-09,5,72.17082,2011-2021
1980-05-10,5,70.69759,2011-2021
1980-05-11,5,69.914,2011-2021
1980-05-12,5,70.09461,2011-2021
1980-05-13,5,68.00916,2011-2021
1980-05-14,5,70.28341,2011-2021
1980-05-15,5,68.63384444444445,2011-2021
1980-05-16,5,67.295,2011-2021
1980-05-17,5,67.43333333333334,2011-2021
1980-05-18,5,68.21908888888889,2011-2021
1980-05-19,5,65.62772222222222,2011-2021
1980-05-20,5,68.41853,2011-2021
1980-05-21,5,67.97548,2011-2021
1980-05-22,5,69.44684,2011-2021
1980-05-23,5,71.378,2011-2021
1980-05-24,5,72.32346,2011-2021
1980-05-25,5,70.5785,2011-2021
1980-05-26,5,71.0753,2011-2021
1980-05-27,5,72.1835,2011-2021
1980-05-28,5,75.12111,2011-2021
1980-05-29,5,77.12236,2011-2021
1980-05-30,5,76.22049,2011-2021
1980-05-31,5,76.53711,2011-2021
1980-06-01,6,79.86784,2011-2021
1980-06-02,6,81.48916666666666,2011-2021
1980-06-03,6,81.76166666666667,2011-2021
1980-06-04,6,81.20166666666667,2011-2021
1980-06-05,6,81.02125555555556,2011-2021
1980-06-06,6,78.45166666666667,2011-2021
1980-06-07,6,77.08085,2011-2021
1980-06-08,6,76.57749,2011-2021
1980-06-09,6,77.14829,2011-2021
1980-06-10,6,75.38245,2011-2021
1980-06-11,6,78.1166,2011-2021
1980-06-12,6,77.97305,2011-2021
1980-06-13,6,78.37475,2011-2021
1980-06-14,6,77.45161,2011-2021
1980-06-15,6,77.04307,2011-2021
1980-06-16,6,78.87661,2011-2021
1980-06-17,6,80.51001,2011-2021
1980-06-18,6,82.48131000000001,2011-2021
1980-06-19,6,83.31916,2011-2021
1980-06-20,6,82.81679,2011-2021
1980-06-21,6,81.77975,2011-2021
1980-06-22,6,82.32160999999999,2011-2021
1980-06-23,6,82.51025,2011-2021
1980-06-24,6,82.82975,2011-2021
1980-06-25,6,81.20975,2011-2021
1980-06-26,6,81.9232,2011-2021
1980-06-27,6,80.07425,2011-2021
1980-06-28,6,82.34492,2011-2021
1980-06-29,6,84.75099,2011-2021
1980-06-30,6,87.20848,2011-2021
1980-07-01,7,86.579,2011-2021
1980-07-02,7,86.37454,2011-2021
1980-07-03,7,85.44109,2011-2021
1980-07-04,7,84.809,2011-2021
1980-07-05,7,83.10275,2011-2021
1980-07-06,7,82.70651,2011-2021
1980-07-07,7,83.85852,2011-2021
1980-07-08,7,83.111,2011-2021
1980-07-09,7,82.976,2011-2021
1980-07-10,7,84.48599,2011-2021
1980-07-11,7,83.205,2011-2021
1980-07-12,7,85.25204,2011-2021
1980-07-13,7,84.79025,2011-2021
1980-07-14,7,86.63825,2011-2021
1980-07-15,7,84.794,2011-2021
1980-07-16,7,83.02318,2011-2021
1980-07-17,7,83.17839,2011-2021
1980-07-18,7,84.23666,2011-2021
1980-07-19,7,84.80236,2011-2021
1980-07-20,7,85.30292,2011-2021
1980-07-21,7,84.52857,2011-2021
1980-07-22,7,85.64975,2011-2021
1980-07-23,7,84.26225,2011-2021
1980-07-24,7,84.449,2011-2021
1980-07-25,7,86.55075,2011-2021
1980-07-26,7,86.25152,2011-2021
1980-07-27,7,86.09225,2011-2021
1980-07-28,7,87.55475,2011-2021
1980-07-29,7,87.0485,2011-2021
1980-07-30,7,86.05232,2011-2021
1980-07-31,7,85.82884,2011-2021
1980-08-01,8,85.32327,2011-2021
1980-08-02,8,85.40251,2011-2021
1980-08-03,8,83.88275,2011-2021
1980-08-04,8,81.04729,2011-2021
1980-08-05,8,78.80142000000001,2011-2021
1980-08-06,8,81.01441,2011-2021
1980-08-07,8,82.43552,2011-2021
1980-08-08,8,81.67775,2011-2021
1980-08-09,8,81.94321,2011-2021
1980-08-10,8,81.26034,2011-2021
1980-08-11,8,82.09937,2011-2021
1980-08-12,8,82.96287,2011-2021
1980-08-13,8,83.58725,2011-2021
1980-08-14,8,84.26222,2011-2021
1980-08-15,8,85.2306,2011-2021
1980-08-16,8,85.0925,2011-2021
1980-08-17,8,85.7068,2011-2021
1980-08-18,8,84.84120999999999,2011-2021
1980-08-19,8,82.43888,2011-2021
1980-08-20,8,80.40305,2011-2021
1980-08-21,8,79.88204999999999,2011-2021
1980-08-22,8,79.06617,2011-2021
1980-08-23,8,80.51495555555556,2011-2021
1980-08-24,8,79.33833333333334,2011-2021
1980-08-25,8,78.65583333333333,2011-2021
1980-08-26,8,80.76605,2011-2021
1980-08-27,8,82.13825,2011-2021
1980-08-28,8,81.90725,2011-2021
1980-08-29,8,80.71925,2011-2021
1980-08-30,8,79.06906000000001,2011-2021
1980-08-31,8,81.12197,2011-2021
1980-09-01,9,80.47794999999999,2011-2021
1980-09-02,9,79.77758,2011-2021
1980-09-03,9,79.04,2011-2021
1980-09-04,9,79.94225,2011-2021
1980-09-05,9,79.67532,2011-2021
1980-09-06,9,80.3675,2011-2021
1980-09-07,9,80.00447,2011-2021
1980-09-08,9,79.32424999999999,2011-2021
1980-09-09,9,79.60111,2011-2021
1980-09-10,9,77.555,2011-2021
1980-09-11,9,79.33434,2011-2021
1980-09-12,9,77.21934,2011-2021
1980-09-13,9,77.06567,2011-2021
1980-09-14,9,75.6425,2011-2021
1980-09-15,9,74.26775,2011-2021
1980-09-16,9,71.68175,2011-2021
1980-09-17,9,72.4325,2011-2021
1980-09-18,9,71.73981,2011-2021
1980-09-19,9,73.5455,2011-2021
1980-09-20,9,73.95575,2011-2021
1980-09-21,9,71.83925,2011-2021
1980-09-22,9,71.19200000000001,2011-2021
1980-09-23,9,74.97226,2011-2021
1980-09-24,9,76.96345,2011-2021
1980-09-25,9,74.7575,2011-2021
1980-09-26,9,75.2045,2011-2021
1980-09-27,9,73.51373,2011-2021
1980-09-28,9,70.45375,2011-2021
1980-09-29,9,68.38093,2011-2021
1980-09-30,9,66.89044285714286,2011-2021
1980-10-01,10,69.71134,2011-2021
1980-10-02,10,68.89744,2011-2021
1980-10-03,10,68.49754,2011-2021
1980-10-04,10,67.98891,2011-2021
1980-10-05,10,67.9565,2011-2021
1980-10-06,10,67.87175,2011-2021
1980-10-07,10,67.64003,2011-2021
1980-10-08,10,67.31524999999999,2011-2021
1980-10-09,10,66.93735,2011-2021
1980-10-10,10,66.58825,2011-2021
1980-10-11,10,65.41325,2011-2021
1980-10-12,10,64.7045,2011-2021
1980-10-13,10,65.9599,2011-2021
1980-10-14,10,66.92675,2011-2021
1980-10-15,10,67.28,2011-2021
1980-10-16,10,66.30004,2011-2021
1980-10-17,10,65.19118,2011-2021
1980-10-18,10,63.75575,2011-2021
1980-10-19,10,62.41093,2011-2021
1980-10-20,10,63.52775,2011-2021
1980-10-21,10,63.479,2011-2021
1980-10-22,10,62.53325,2011-2021
1980-10-23,10,63.1535,2011-2021
1980-10-24,10,62.411,2011-2021
1980-10-25,10,61.34525,2011-2021
1980-10-26,10,61.331,2011-2021
1980-10-27,10,61.86696,2011-2021
1980-10-28,10,60.2315,2011-2021
1980-10-29,10,60.09888,2011-2021
1980-10-30,10,59.67725,2011-2021
1980-10-31,10,58.22835,2011-2021
1980-11-01,11,58.15556,2011-2021
1980-11-02,11,57.71675,2011-2021
1980-11-03,11,58.63081,2011-2021
1980-11-04,11,58.24802,2011-2021
1980-11-05,11,58.19897,2011-2021
1980-11-06,11,57.19391,2011-2021
1980-11-07,11,55.59595,2011-2021
1980-11-08,11,53.645,2011-2021
1980-11-09,11,53.60975,2011-2021
1980-11-10,11,53.75975,2011-2021
1980-11-11,11,54.63275,2011-2021
1980-11-12,11,53.97875,2011-2021
1980-11-13,11,54.68375,2011-2021
1980-11-14,11,53.96959,2011-2021
1980-11-15,11,52.514250000000004,2011-2021
1980-11-16,11,52.728500000000004,2011-2021
1980-11-17,11,51.0483,2011-2021
1980-11-18,11,49.98285,2011-2021
1980-11-19,11,50.93208,2011-2021
1980-11-20,11,54.80323,2011-2021
1980-11-21,11,54.992,2011-2021
1980-11-22,11,52.40186,2011-2021
1980-11-23,11,52.32704,2011-2021
1980-11-24,11,51.14225,2011-2021
1980-11-25,11,49.20422,2011-2021
1980-11-26,11,48.08486,2011-2021
1980-11-27,11,48.86836,2011-2021
1980-11-28,11,48.1625,2011-2021
1980-11-29,11,48.597500000000004,2011-2021
1980-11-30,11,49.69055,2011-2021
1980-12-01,12,51.13746,2011-2021
1980-12-02,12,49.24263,2011-2021
1980-12-03,12,48.98229,2011-2021
1980-12-04,12,49.45596,2011-2021
1980-12-05,12,48.9891,2011-2021
1980-12-06,12,49.12489,2011-2021
1980-12-07,12,49.272980000000004,2011-2021
1980-12-08,12,48.107749999999996,2011-2021
1980-12-09,12,48.94775,2011-2021
1980-12-10,12,50.11755,2011-2021
1980-12-11,12,46.11034,2011-2021
1980-12-12,12,46.32296,2011-2021
1980-12-13,12,46.20956,2011-2021
1980-12-14,12,45.23429,2011-2021
1980-12-15,12,44.0482,2011-2021
1980-12-16,12,46.31154,2011-2021
1980-12-17,12,46.89656,2011-2021
1980-12-18,12,45.82338,2011-2021
1980-12-19,12,45.56111,2011-2021
1980-12-20,12,46.05875,2011-2021
1980-12-21,12,46.09175,2011-2021
1980-12-22,12,48.400999999999996,2011-2021
1980-12-23,12,47.5295,2011-2021
1980-12-24,12,44.72638,2011-2021
1980-12-25,12,42.95075,2011-2021
1980-12-26,12,44.01125,2011-2021
1980-12-27,12,42.57875,2011-2021
1980-12-28,12,45.0785,2011-2021
1980-12-29,12,44.8566,2011-2021
1980-12-30,12,44.311589999999995,2011-2021
1980-12-31,12,46.35544,2011-2021
