brood_year,value,component,origin,JPE_letter_date,footnote,references_contributors,lower_95_CI,upper_95_CI
2019,8549,Natural Incidental Take Limit,Natural,2020-01-23,NA,NA,NA,NA
2019,NA,Natural Genetic Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2019,945,LSNFH Incidental Take Limit,Hatchery,2020-01-23,NA,NA,NA,NA
2019,NA,LSNFH Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2019,673,Jumpstart Incidental Take Limit,Hatchery,2020-01-23,NA,NA,NA,NA
2020,330130,Total natural production entering the Delta,Natural,2021-01-15,NA,"Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",145088,515172
2020,6195,Total Sacramento River escapement,Natural,2021-01-15,"1/ Total Sacramento River in-river escapement from CDFW Cormack-Jolly Seber (CJS) model includes natural and hatchery origin, but not hatchery fish retained for brood stock at LSNFH.","CDFW, USFWS",NA,NA
2020,4023,Adult female estimate,Natural,2021-01-15,2/ The number of adult females is derived from carcass surveys on the Sacramento River. Naturally spawning winter-run in Battle Creek are not included.,"CDFW, USFWS",NA,NA
2020,3904,AFE minus pre-spawn mortality,Natural,2021-01-15,3/ Pre-spawn mortality was estimated from carcass surveys of females (CDFW).,"CDFW, USFWS",NA,NA
2020,4991,Average fecundity,Natural,2021-01-15,"4/ Preliminary (subject to change) average number of eggs per female from 75 female fish spawned at LSNFH (Taylor Lipscomb, USFWS pers. comm.).",LSNFH,NA,NA
2020,19484864,Total eggs,Natural,2021-01-15,NA,"CDFW, LSNFH, USFWS",NA,NA
2020,0.1146,Estimated egg-to-fry survival rate,Natural,2021-01-15,5/ Back-calculated estimated survival between eggs laid in-river and fry production estimates at RBDD based on numbers of fry equivalents (JPI) using the 0.4475 fry-to-smolt survival rate estimate method described in OFarrell et al. (2018).,"CDFW, LSNFH, USFWS",NA,NA
2020,0.4475,Fry-to-smolt survival,Natural,2021-01-15,7/ Estimate of fry-to-smolt survival rate based on OFarrell et al. (2018) applied to catch at RBDD.,"Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2020,0.3304,Estimated smolt survival term,Natural,2021-01-15,"8/ Variance-weighted mean survival rate of acoustically tagged hatchery winter-run from 2013 to 2020 between RBDD and I-80/Tower Bridge in Sacramento. Survival is estimated from the Salt Creek receiver site, located 3 miles downstream of RBDD, to estimate survival from RBDD for natural-origin smolts.","Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2020,999183,Number of smolts at RBDD,Natural,2021-01-15,NA,USFWS,NA,NA
2020,2232811,Fry equivalents of juvenile production at RBDD,Natural,2021-01-15,"6/ Preliminary number of fry equivalents estimated on January 14, 2021 plus 2.11% interpolation to account for remainder of estimated passage for the 2020 brood year at RBDD; using 0.4475 fry-to-smolt survival rate estimate (Bill Poytress, USFWS, pers. comm.). This estimate includes and does not differentiate between the number of fry equivalents outmigrating from Battle Creek and the Sacramento River.","Voss and Poytress (2022b), USFWS",NA,NA
2020,97888,Total LSNFH production entering the Delta,Hatchery,2021-01-15,NA,"Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2020,310953,LSNFH Hatchery release,Hatchery,2021-01-15,"9/ Estimated LSNFH production release as of January 8, 2021 (100% tagged and adipose clipped).",LSNFH,NA,NA
2020,37232,Total Jumpstart production entering the Delta,Hatchery,2021-01-15,NA,"Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2020,237148,Battle Creek Hatchery release,Hatchery,2021-01-15,"11/ Estimated Battle Creek Jumpstart release as of January 11, 2021 (100% tagged and marked)",USFWS,NA,NA
2020,NA,Total hatchery production entering the Delta,Hatchery,NA,NA,NA,NA,NA
2020,4292,Natural Incidental Take Limit,Natural,2021-01-15,NA,NA,NA,NA
2020,NA,Natural Genetic Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2020,783,LSNFH Incidental Take Limit,Hatchery,2021-01-15,NA,NA,NA,NA
2020,NA,LSNFH Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2020,298,Jumpstart Incidental Take Limit,Hatchery,2021-01-15,NA,NA,NA,NA
2021,125038,Total natural production entering the Delta,Natural,2022-01-14,NA,"Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",59064,191013
2021,9956,Total Sacramento River escapement,Natural,2022-01-14,"1/ Total Sacramento River in-river escapement from CDFW Cormack-Jolly Seber (CJS) model includes natural- and hatchery-origin winter-run Chinook Salmon, but not hatchery fish retained for brood stock at LSNFH.","CDFW, USFWS",NA,NA
2021,6199,Adult female estimate,Natural,2022-01-14,2/ The number of adult females is derived from carcass surveys on the Sacramento River. Naturally spawning winter-run Chinook Salmon in Battle Creek are not included.,"CDFW, USFWS",NA,NA
2021,5860,AFE minus pre-spawn mortality,Natural,2022-01-14,"3/ Pre-spawn mortality was estimated from carcass surveys of females (Doug Killam, CDFW, pers. comm.).","CDFW, USFWS",NA,NA
2021,5312,Average fecundity,Natural,2022-01-14,"4/ Preliminary (subject to change) average number of eggs per female from 118 female fish spawned at LSNFH (Kaitlin Gooding, USFWS pers. comm.).",LSNFH,NA,NA
2021,31128320,Total eggs,Natural,2022-01-14,NA,"CDFW, LSNFH, USFWS",NA,NA
2021,0.0256,Estimated egg-to-fry survival rate,Natural,2022-01-14,5/ Back calculated survival between estimated eggs laid in-river and fry production estimates at RBDD based on numbers of fry equivalents (JPI) using the 0.4429 fry-to-smolt survival rate estimate based on method described in OFarrell et al. (2018).,"CDFW, LSNFH, USFWS",NA,NA
2021,0.4429,Fry-to-smolt survival,Natural,2022-01-14,"7/ Estimate of fry-to-smolt survival rate based on OFarrell et al. (2018), updated using data from BY 1998-2016.","Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2021,0.3537,Estimated smolt survival term,Natural,2022-01-14,"8/ Variance-weighted mean survival rate of acoustically tagged hatchery winter-run Chinook Salmon from 2013 to 2021 between RBDD and I-80/Tower Bridge in Sacramento (based on OFarrell et al. 2018). Survival is estimated from the Salt Creek receiver site, located 3 miles downstream of RBDD, to estimate survival from RBDD for natural-origin smolts.","Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2021,353515,Number of smolts at RBDD,Natural,2022-01-14,NA,USFWS,NA,NA
2021,798183,Fry equivalents of juvenile production at RBDD,Natural,2022-01-14,"6/ Preliminary number of fry equivalents estimated on December 31, 2021 plus 3.1% interpolation to account for remainder of estimated passage for the 2021 brood year at RBDD; using 0.4429 fry-to-smolt survival rate estimate (Bill Poytress, USFWS, pers. comm.). This estimate includes and does not differentiate between the number of fry equivalents outmigrating from Battle Creek and the Sacramento River.","Voss and Poytress (2023), USFWS",NA,NA
2021,151544,Total LSNFH production entering the Delta,Hatchery,2022-01-14,NA,"Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2021,537771,LSNFH Hatchery release,Hatchery,2022-01-14,"9/ Estimated LSNFH production release as of December 15, 2021 (100% tagged and adipose clipped).",LSNFH,NA,NA
2021,7311,Total Jumpstart production entering the Delta,Hatchery,2022-01-14,NA,"Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2021,139000,Battle Creek Hatchery release,Hatchery,2022-01-14,"11/ Estimated Battle Creek Jumpstart release as of January 14, 2022 (100% tagged and marked).",USFWS,NA,NA
2021,NA,Total hatchery production entering the Delta,Hatchery,NA,NA,NA,NA,NA
2021,1625,Natural Incidental Take Limit,Natural,2022-01-14,NA,NA,NA,NA
2021,NA,Natural Genetic Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2021,1212,LSNFH Incidental Take Limit,Hatchery,2022-01-14,NA,NA,NA,NA
2021,NA,LSNFH Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2021,58,Jumpstart Incidental Take Limit,Hatchery,2022-01-14,NA,NA,NA,NA
2022,49924,Total natural production entering the Delta,Natural,2023-01-13,NA,"Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",32298,67550
2022,5443,Total Sacramento River escapement,Natural,2023-01-13,"1/ Total Sacramento River in-river escapement from CDFW Cormack-Jolly Seber (CJS) model includes natural- and hatchery-origin winter-run Chinook Salmon, but not hatchery fish retained for brood stock at LSNFH.","CDFW, USFWS",NA,NA
2022,2663,Adult female estimate,Natural,2023-01-13,2/ The number of adult females is derived from carcass surveys on the Sacramento River. Naturally spawning winter-run Chinook Salmon in Battle Creek are not included.,"CDFW, USFWS",NA,NA
2022,2607,AFE minus pre-spawn mortality,Natural,2023-01-13,"3/ Pre-spawn mortality was estimated from carcass surveys of females (Doug Killam, CDFW, pers. comm.).","CDFW, USFWS",NA,NA
2022,5505,Average fecundity,Natural,2023-01-13,"4/ Preliminary (subject to change) average number of eggs per female from fish spawned (n=169) at LSNFH (Kaitlin Dunham, USFWS pers. comm.).",LSNFH,NA,NA
2022,14351535,Total eggs,Natural,2023-01-13,NA,"CDFW, LSNFH, USFWS",NA,NA
2022,0.0217,Estimated egg-to-fry survival rate,Natural,2023-01-13,5/ Back calculated estimated survival between eggs laid in-river and fry production estimates at RBDD based on numbers of fry equivalents (JPI) using the 0.4946 fry-to-smolt survival rate estimate based on method described in OFarrell et al. (2018).,"CDFW, LSNFH, USFWS",NA,NA
2022,0.4946,Fry-to-smolt survival,Natural,2023-01-13,"7/ Estimate of fry-to-smolt survival rate based on OFarrell et al. (2018), updated using data from BY 1998-2017.","Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2022,0.3245,Estimated smolt survival term,Natural,2023-01-13,"8/ Variance-weighted mean survival rate of acoustically tagged hatchery winter-run Chinook Salmon from 2013 to 2022 between RBDD and I-80/Tower Bridge in Sacramento (based on OFarrell et al. 2018). Survival is estimated from the Salt Creek receiver site, located 3 miles downstream of RBDD, to estimate survival from RBDD for natural-origin smolts.","Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2022,153849,Number of smolts at RBDD,Natural,2023-01-13,NA,USFWS,NA,NA
2022,311058,Fry equivalents of juvenile production at RBDD,Natural,2023-01-13,"6/ Preliminary number of fry equivalents estimated on December 31, 2022 plus 2.70% interpolation to account for remainder of estimated passage for the 2022 brood year at RBDD; using 0.4946 fry-to-smolt survival rate estimate (Bill Poytress, USFWS, pers. comm.). This estimate includes and does not differentiate between the number of fry equivalents outmigrating from Battle Creek and the Sacramento River.",USFWS,NA,NA
2022,190959,Total LSNFH production entering the Delta,Hatchery,2023-01-13,NA,"Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2022,741000,LSNFH Hatchery release,Hatchery,2023-01-13,"9/ Estimated LSNFH production release as of January 12, 2023 (100% tagged and adipose clipped).",LSNFH,NA,NA
2022,3976,Total Jumpstart production entering the Delta,Hatchery,2023-01-13,NA,"Method 2 (OFarrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2022,193000,Battle Creek Hatchery release,Hatchery,2023-01-13,"11/ Estimated Battle Creek Jumpstart release as of December 15, 2022 (100% tagged and marked).",USFWS,NA,NA
2022,NA,Total hatchery production entering the Delta,Hatchery,NA,NA,NA,NA,NA
2022,NA,Natural Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2022,NA,Natural Genetic Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2022,1174,LSNFH Incidental Take Limit,Hatchery,2023-01-13,NA,NA,NA,NA
2022,NA,LSNFH Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2022,40,Jumpstart Incidental Take Limit,Hatchery,2023-01-13,NA,NA,NA,NA
2023,234896,Total natural production entering the Delta,Natural,2024-01-12,NA,"Method 2 (O'Farrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",159951,309841
2023,1920,Total Sacramento River escapement,Natural,2024-01-12,"1/ Total Sacramento River in-river escapement from CDFW Cormack-Jolly Seber (CJS) model includes natural- and hatchery-origin winter-run Chinook Salmon, but not hatchery fish retained for brood stock at LSNFH.","CDFW, USFWS",NA,NA
2023,1070,Adult female estimate,Natural,2024-01-12,2/ The number of adult females is derived from carcass surveys on the Sacramento River. Naturally spawning winter-run Chinook Salmon in Battle Creek are not included.,"CDFW, USFWS",NA,NA
2023,1061,AFE minus pre-spawn mortality,Natural,2024-01-12,"3/ Pre-spawn mortality was estimated from carcass surveys of females (Doug Killam, CDFW, pers. comm.).","CDFW, USFWS",NA,NA
2023,5510,Average fecundity,Natural,2024-01-12,"4/ Preliminary (subject to change) average number of eggs per female from fish spawned (n=179) at LSNFH (Kaitlin Dunham, USFWS pers. comm.).",LSNFH,NA,NA
2023,5846110,Total eggs,Natural,2024-01-12,NA,"CDFW, LSNFH, USFWS",NA,NA
2023,0.2494,Estimated egg-to-fry survival rate,Natural,2024-01-12,5/ Back calculated estimated survival between eggs laid in-river and fry production estimates at RBDD based on numbers of fry equivalents (JPI) using the 0.5066 fry-to-smolt survival rate estimate based on method described in OFarrell et al. (2018).,"CDFW, LSNFH, USFWS",NA,NA
2023,0.5066,Fry-to-smolt survival,Natural,2024-01-12,"7/ Estimate of fry-to-smolt survival rate based on O'Farrell et al. (2018), updated using data from BY 1998-2017.","Method 2 (O'Farrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2023,0.318,Estimated smolt survival term,Natural,2024-01-12,"8/ Variance-weighted mean survival rate of acoustically tagged hatchery winter-run Chinook Salmon from 2013 to 2023 between RBDD and at or below I-80/Tower Bridge in Sacramento (based on OFarrell et al. 2018). Survival is estimated from the Salt Creek receiver site, located 3 miles downstream of RBDD, to estimate survival from RBDD for natural-origin smolts.","Method 2 (O'Farrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2023,738668,Number of smolts at RBDD,Natural,2024-01-12,NA,USFWS,NA,NA
2023,1458089,Fry equivalents of juvenile production at RBDD,Natural,2024-01-12,"6/ Preliminary number of fry equivalents estimated on December 31, 2023 plus 3.08% interpolation to account for remainder of estimated passage for the 2023 brood year at RBDD; using 0.5066 fry-to-smolt survival rate estimate (Bill Poytress, USFWS, pers. comm.). This estimate includes and does not differentiate the number of fry equivalents outmigrating from the McCloud River, Battle Creek, and the Sacramento River.",USFWS,NA,NA
2023,193582,Total LSNFH production entering the Delta,Hatchery,2024-01-12,NA,"Method 2 (O'Farrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2023,760934,LSNFH Hatchery release,Hatchery,2024-01-12,"9/ Estimated LSNFH production release as of January 09, 2024 (100% tagged and adipose clipped).",LSNFH,NA,NA
2023,3359,Total Jumpstart production entering the Delta,Hatchery,2024-01-12,NA,"Method 2 (O'Farrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2023,140530,Battle Creek Hatchery release,Hatchery,2024-01-12,"11/ Estimated Battle Creek Jumpstart release as of January 09, 2024 (100% tagged and marked).",USFWS,NA,NA
2023,NA,Total hatchery production entering the Delta,Hatchery,NA,NA,NA,NA,NA
2023,1776,Natural Incidental Take Limit,Natural,2024-01-12,NA,NA,NA,NA
2023,NA,Natural Genetic Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2023,1430,LSNFH Incidental Take Limit,Hatchery,2024-01-12,NA,NA,NA,NA
2023,NA,LSNFH Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2023,34,Jumpstart Incidental Take Limit,Hatchery,2024-01-12,NA,NA,NA,NA
2024,98893,Total natural production entering the Delta,Natural,2025-01-10,NA,"Method 2 (O'Farrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2024,1024,Total Sacramento River escapement,Natural,2025-01-10,"1/ Total Sacramento River in-river escapement from CDFW Cormack-Jolly Seber (CJS) model includes natural- and hatchery-origin winter-run Chinook Salmon, but not hatchery fish retained for brood stock at LSNFH.","CDFW, USFWS",NA,NA
2024,392,Adult female estimate,Natural,2025-01-10,2/ The number of adult females is derived from carcass surveys on the Sacramento River. Naturally spawning winter-run Chinook Salmon in Battle Creek are not included.,"CDFW, USFWS",NA,NA
2024,375,AFE minus pre-spawn mortality,Natural,2025-01-10,"3/ Pre-spawn mortality was estimated from carcass surveys of females (Doug Killam, CDFW, pers. comm.).","CDFW, USFWS",NA,NA
2024,5430,Average fecundity,Natural,2025-01-10,"4/ Preliminary (subject to change) average number of eggs per female from fish spawned (n=120) at LSNFH (Kaitlin Dunham, USFWS pers. comm.).",LSNFH,NA,NA
2024,2036250,Total eggs,Natural,2025-01-10,NA,"CDFW, LSNFH, USFWS",NA,NA
2024,0.2884,Estimated egg-to-fry survival rate,Natural,2025-01-10,5/ Back calculated estimated survival between eggs laid in-river and fry production estimates at RBDD based on numbers of fry equivalents (JPI) using the 0.5149 fry-to-smolt survival rate estimate based on method described in OFarrell et al. (2018),"CDFW, LSNFH, USFWS",NA,NA
2024,0.5149,Fry-to-smolt survival,Natural,2025-01-10,"7/ Estimate of fry-to-smolt survival rate based on O'Farrell et al. (2018), updated using data from BY 1998-2017.","Method 2 (O'Farrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2024,0.3271,Estimated smolt survival term,Natural,2025-01-10,"8/ Variance-weighted mean survival rate of acoustically tagged hatchery winter-run Chinook Salmon from 2013 to 2024 between RBDD and at or below I-80/Tower Bridge in Sacramento (based on OFarrell et al. 2018). Survival is estimated from the Salt Creek receiver site, located 3 miles downstream of RBDD, to estimate survival from RBDD for natural-origin smolts.","Method 2 (O'Farrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2024,302332,Number of smolts at RBDD,Natural,2025-01-10,NA,USFWS,NA,NA
2024,587167,Fry equivalents of juvenile production at RBDD,Natural,2025-01-10,"6/ Preliminary number of fry equivalents estimated on December 31, 2024 plus 3.12% interpolation to account for remainder of estimated passage for the 2024 brood year at RBDD; using 0.5149 fry-to-smolt survival rate estimate (Bill Poytress, USFWS, pers. comm.). This estimate includes and does not differentiate the number of fry equivalents outmigrating from the McCloud River, Battle Creek, and the Sacramento River.",USFWS,NA,NA
2024,135342,Total LSNFH production entering the Delta,Hatchery,2025-01-10,NA,"Method 2 (O'Farrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2024,515000,LSNFH Hatchery release,Hatchery,2025-01-10,"9/ Estimated LSNFH production release as of January 7, 2025 (100% tagged and adipose clipped).",LSNFH,NA,NA
2024,2868,Total Jumpstart production entering the Delta,Hatchery,2025-01-10,NA,"Method 2 (O'Farrell et al 2018) with data from USFWS, UC Santa Cruz, and SWFSC",NA,NA
2024,120000,Battle Creek Hatchery release,Hatchery,2025-01-10,"11/ Estimated Battle Creek Jumpstart release as of January 6, 2025 (100% tagged and marked).",USFWS,NA,NA
2024,NA,Total hatchery production entering the Delta,Hatchery,NA,NA,NA,NA,NA
2024,NA,Natural Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2024,554,Natural Genetic Incidental Take Limit,Natural,2025-01-10,NA,NA,NA,NA
2024,NA,LSNFH Incidental Take Limit,Hatchery,NA,NA,NA,NA,NA
2024,NA,LSNFH Incidental Take Limit,Natural,NA,NA,NA,NA,NA
2024,NA,Jumpstart Incidental Take Limit,Hatchery,NA,NA,NA,NA,NA
