Order,Region,Year_type,Month,Month_fac,meanCPUE,geometry
Cladocera,West,Ten-year Average,6,Jun,9192.274031117593,"c(583119.81920127, 583446.936826306, 583519.135936806, 583613.097655573, 583944.435678702, 584941.196259181, 585148.932302405, 585401.425607669, 585669.929183574, 585740.816183715, 585770.343803212, 586137.291687738, 586521.937271681, 588092.656556216, 588957.771428719, 591247.894584217, 591386.078590084, 593029.95159612, 593044.983645824, 594500.544451587, 595005.639904409, 595957.666456988, 597370.063199592, 597372.586512643, 599118.152855295, 599228.883161803, 599330.585355231, 599378.107156354, 
599658.763792518, 599773.878163623, 599964.133679194, 601155.484715555, 601435.140212167, 602732.024567753, 604070.585003915, 604754.439770093, 605010.003540227, 605518.092268993, 605855.914792131, 605942.229367344, 606097.977109922, 606113.364821663, 606648.885579152, 607453.795613233, 609581.765951919, 609592.342877349, 609930.043138731, 609943.865503235, 4213017.95558086, 4226277.74046912, 4219249.62470922, 4218893.26745437, 4219069.79191186, 4213358.54040645, 4225187.92092806, 4214398.69412146, 
4224880.46126309, 4214407.80667083, 4225161.16941565, 4213082.57119832, 4213048.91486485, 4212948.10835528, 4212063.07973062, 4214348.87481465, 4214621.1946861, 4224898.18392414, 4224886.14895698, 4211417.42258164, 4211601.95643209, 4211464.39753987, 4219580.05698879, 4219955.18360314, 4212741.77918156, 4210058.65054097, 4212950.77782324, 4213011.28343501, 4213021.36798825, 4209994.27220779, 4213162.71597459, 4212612.54565873, 4211293.19003828, 4213612.17941339, 4213295.11920962, 4213200.66950152, 
4208955.75306207, 4211890.99442856, 4208782.4565482, 4213626.63788675, 4208328.37288823, 4213892.99195311, 4213935.49499872, 4214041.50928281, 4216102.997502, 4209701.8361844, 4209617.59456994, 4209673.27035865)"
Cladocera,West,Ten-year Average,12,Dec,401.519,"c(583446.936826306, 583519.135936806, 583990.926318099, 585688.564663313, 585770.343803212, 586009.771173356, 587378.578282754, 588092.656556216, 588604.237406087, 589771.585769042, 592337.215757371, 595206.209676667, 595957.666456988, 597924.810972482, 598593.630643726, 599271.346031348, 601907.481319768, 602732.024567753, 605010.003540227, 605025.687308642, 605042.580418794, 605441.504220817, 606055.839332474, 607001.61755214, 607106.269738374, 607177.862502747, 607663.207940034, 609873.94912735, 
611116.646066552, 614586.863121354, 614635.438670596, 4226277.74046912, 4219249.62470922, 4219322.17324796, 4225107.03970885, 4225161.16941565, 4213111.18654448, 4212937.09441836, 4212948.10835528, 4212942.55534868, 4212905.38924932, 4214524.27477996, 4211710.82924358, 4211464.39753987, 4216245.25308074, 4212580.05502469, 4212987.78773164, 4210365.77201132, 4213612.17941339, 4208955.75306207, 4213259.64835726, 4208948.40381763, 4209056.75542029, 4213661.40876269, 4214267.50519727, 4214382.07823769, 
4214408.5446496, 4209575.16910119, 4209650.1329622, 4209933.30904288, 4211986.18261581, 4211901.96411107)"
Cladocera,NA,Ten-year Average,1,Jan,20.038999999999998,"c(551653.42046035, 555216.783936818, 4213837.49124969, 4209392.50601384)"
Cladocera,NA,Ten-year Average,2,Feb,129.514,"c(551653.42046035, 555216.783936818, 4213837.49124969, 4209392.50601384)"
Cladocera,NA,Ten-year Average,3,Mar,268.4329238590798,"c(551653.42046035, 555216.783936818, 557021.79142996, 558061.801300164, 4213837.49124969, 4209392.50601384, 4212705.98022659, 4214497.57015602)"
Cladocera,NA,Ten-year Average,4,Apr,40.824681330488595,"c(551653.42046035, 555216.783936818, 557021.79142996, 558061.801300164, 4213837.49124969, 4209392.50601384, 4212705.98022659, 4214497.57015602)"
Cladocera,NA,Ten-year Average,5,May,60.0236240983223,"c(551653.42046035, 555216.783936818, 557021.79142996, 558061.801300164, 4213837.49124969, 4209392.50601384, 4212705.98022659, 4214497.57015602)"
Cladocera,NA,Ten-year Average,6,Jun,2.691818181818182,"c(551653.42046035, 555216.783936818, 557021.79142996, 558061.801300164, 4213837.49124969, 4209392.50601384, 4212705.98022659, 4214497.57015602)"
Cladocera,NA,Ten-year Average,12,Dec,55.739999999999995,"c(551653.42046035, 555216.783936818, 4213837.49124969, 4209392.50601384)"
Cyclopoida,Far West,Ten-year Average,1,Jan,2395.067,"c(562384.928874748, 569572.054279143, 571542.490003027, 573335.780356777, 573867.743707187, 577507.93578854, 4212464.52180504, 4212800.0907008, 4212608.53075981, 4210272.00964728, 4209385.76163229, 4211113.97001856)"
Cyclopoida,Far West,Ten-year Average,2,Feb,1199.936,"c(562384.928874748, 566430.475186298, 569572.054279143, 573867.743707187, 577507.93578854, 4212464.52180504, 4213319.82463151, 4212800.0907008, 4209385.76163229, 4211113.97001856)"
Cyclopoida,Far West,Ten-year Average,3,Mar,11375.944057773326,"c(559293.970701228, 560486.06702909, 560493.240512684, 560519.802932893, 561054.483071864, 562322.014329875, 562383.520614829, 562384.928874748, 562623.957121378, 563337.464660849, 564595.231627866, 569572.054279143, 573867.743707187, 574875.748413025, 577507.93578854, 579201.494879065, 579335.373684471, 581023.727989379, 4213920.56836261, 4230875.58968351, 4226273.96565613, 4229639.69910893, 4213101.47897011, 4222280.89922631, 4232283.69302132, 4212464.52180504, 4210814.13504367, 4212838.04035896, 
4217080.02980547, 4212800.0907008, 4209385.76163229, 4210587.82136412, 4211113.97001856, 4211758.30974925, 4213690.43764667, 4211789.52600238)"
Cyclopoida,Far West,Ten-year Average,4,Apr,17545.305731215514,"c(559293.970701228, 560486.06702909, 560493.240512684, 560519.802932893, 561054.483071864, 562322.014329875, 562383.520614829, 562384.928874748, 562623.957121378, 563337.464660849, 564595.231627866, 569572.054279143, 573867.743707187, 574875.748413025, 577507.93578854, 577658.106508055, 579335.373684471, 579841.238162472, 579849.903463786, 581023.727989379, 4213920.56836261, 4230875.58968351, 4226273.96565613, 4229639.69910893, 4213101.47897011, 4222280.89922631, 4232283.69302132, 4212464.52180504, 
4210814.13504367, 4212838.04035896, 4217080.02980547, 4212800.0907008, 4209385.76163229, 4210587.82136412, 4211113.97001856, 4210733.67471488, 4213690.43764667, 4211842.22463259, 4211853.40617942, 4211789.52600238)"
Cyclopoida,Far West,Ten-year Average,5,May,17641.535959891095,"c(559293.970701228, 560486.06702909, 560493.240512684, 560519.802932893, 561054.483071864, 562322.014329875, 562383.520614829, 562384.928874748, 562623.957121378, 563337.464660849, 564595.231627866, 569572.054279143, 573867.743707187, 574875.748413025, 577507.93578854, 579335.373684471, 581023.727989379, 581280.864984717, 581568.822474345, 581622.792971655, 4213920.56836261, 4230875.58968351, 4226273.96565613, 4229639.69910893, 4213101.47897011, 4222280.89922631, 4232283.69302132, 4212464.52180504, 
4210814.13504367, 4212838.04035896, 4217080.02980547, 4212800.0907008, 4209385.76163229, 4210587.82136412, 4211113.97001856, 4213690.43764667, 4211789.52600238, 4212666.50976204, 4212824.7405668, 4212692.11929579)"
Cyclopoida,Far West,Ten-year Average,6,Jun,20384.16722556307,"c(559293.970701228, 560486.06702909, 560493.240512684, 560519.802932893, 561054.483071864, 562322.014329875, 562383.520614829, 562384.928874748, 562623.957121378, 562926.435100255, 563337.464660849, 564050.147594897, 564595.231627866, 569572.054279143, 573867.743707187, 574545.931219682, 574875.748413025, 577507.93578854, 579140.902973847, 579335.373684471, 580427.656901258, 581023.727989379, 582825.696548551, 4213920.56836261, 4230875.58968351, 4226273.96565613, 4229639.69910893, 4213101.47897011, 
4222280.89922631, 4232283.69302132, 4212464.52180504, 4210814.13504367, 4211417.87481889, 4212838.04035896, 4217596.13988227, 4217080.02980547, 4212800.0907008, 4209385.76163229, 4210378.40611143, 4210587.82136412, 4211113.97001856, 4213390.04543792, 4213690.43764667, 4211904.58016914, 4211789.52600238, 4213469.93236001)"
Cyclopoida,Far West,Ten-year Average,12,Dec,2929.886,"c(562384.928874748, 573867.743707187, 573879.161872668, 577507.93578854, 579456.13733386, 581571.910108838, 581735.404645107, 4212464.52180504, 4209385.76163229, 4209869.6709821, 4211113.97001856, 4213991.22571807, 4216634.30928239, 4213011.72539147)"
Cyclopoida,North,Ten-year Average,1,Jan,350.617,"c(610669.538617929, 611944.58531395, 613052.391471425, 614476.617642843, 614728.26179595, 615345.198852705, 4215966.77228402, 4218035.13487858, 4219093.68014721, 4221943.66918288, 4222124.7908207, 4223061.34937309)"
Cyclopoida,North,Ten-year Average,2,Feb,430.037,"c(610669.538617929, 612456.374293611, 615345.198852705, 4215966.77228402, 4218441.72488257, 4223061.34937309)"
Cyclopoida,North,Ten-year Average,3,Mar,15453.700446175286,"c(606794.492511994, 610669.538617929, 611166.32005895, 611198.516387825, 613220.180357754, 613271.840226934, 615175.384337085, 615345.198852705, 616126.159644941, 617169.884340352, 617933.355864592, 618208.670333636, 618611.582110904, 4235660.70169426, 4215966.77228402, 4217229.84278444, 4235156.21454309, 4217432.38809565, 4219328.68567889, 4233103.08817055, 4223061.34937309, 4232971.27129105, 4226345.98792687, 4235106.1444268, 4243684.03196717, 4238091.6515911)"
Cyclopoida,North,Ten-year Average,4,Apr,18541.097755723717,"c(606794.492511994, 610669.538617929, 611198.516387825, 613220.180357754, 613271.840226934, 613867.310297926, 615175.384337085, 615345.198852705, 616126.159644941, 617169.884340352, 617933.355864592, 618208.670333636, 618611.582110904, 4235660.70169426, 4215966.77228402, 4235156.21454309, 4217432.38809565, 4219328.68567889, 4219759.84260667, 4233103.08817055, 4223061.34937309, 4232971.27129105, 4226345.98792687, 4235106.1444268, 4243684.03196717, 4238091.6515911)"
Cyclopoida,North,Ten-year Average,5,May,17545.350860619354,"c(606794.492511994, 610669.538617929, 611198.516387825, 613087.550476636, 613220.180357754, 613271.840226934, 613984.127395873, 615175.384337085, 615345.198852705, 616126.159644941, 617169.884340352, 617933.355864592, 618208.670333636, 618611.582110904, 4235660.70169426, 4215966.77228402, 4235156.21454309, 4219068.64278129, 4217432.38809565, 4219328.68567889, 4220183.21404175, 4233103.08817055, 4223061.34937309, 4232971.27129105, 4226345.98792687, 4235106.1444268, 4243684.03196717, 4238091.6515911
)"
Cyclopoida,North,Ten-year Average,6,Jun,11543.801940039682,"c(606794.492511994, 610579.053705906, 610669.538617929, 611198.516387825, 613220.180357754, 613254.182932416, 613271.840226934, 613433.026612657, 613437.781171316, 613479.644441744, 613733.88143543, 614741.393289797, 615136.214560924, 615175.384337085, 615345.198852705, 616092.901266596, 616126.159644941, 616585.114345224, 617169.884340352, 617312.295093955, 617933.355864592, 618208.670333636, 618222.261359551, 618611.582110904, 620878.471533373, 623351.376138104, 623484.758678558, 4235660.70169426, 
4216558.1801075, 4215966.77228402, 4235156.21454309, 4217432.38809565, 4219085.38816393, 4219328.68567889, 4219465.22036337, 4219061.30994194, 4236363.21067923, 4219865.1854715, 4234924.64431914, 4233025.95100633, 4233103.08817055, 4223061.34937309, 4232848.70954114, 4232971.27129105, 4225886.96755465, 4226345.98792687, 4229644.33286332, 4235106.1444268, 4243684.03196717, 4243770.80274362, 4238091.6515911, 4251617.2865226, 4266425.99232107, 4259343.1937688)"
Cyclopoida,North,Ten-year Average,12,Dec,3433.574,"c(610490.997398422, 610629.801390533, 610669.538617929, 613263.309173824, 613479.644441744, 613778.873028137, 614180.441415222, 615136.214560924, 615345.198852705, 615378.730383691, 616092.901266596, 616468.868531201, 618222.261359551, 620878.471533373, 623351.376138104, 623484.758678558, 4216583.6202058, 4216696.48553359, 4215966.77228402, 4219248.65948802, 4236363.21067923, 4219814.09662465, 4220563.31033382, 4233025.95100633, 4223061.34937309, 4224464.66807603, 4232848.70954114, 4226172.75115436, 
4243770.80274362, 4251617.2865226, 4266425.99232107, 4259343.1937688)"
Cyclopoida,South,Ten-year Average,1,Jan,1315.626,"c(615935.24878574, 616910.644414582, 621651.641269435, 624948.632891888, 625396.04777301, 638081.114670928, 642107.768394239, 4214306.46774911, 4217441.26619409, 4211591.84755491, 4204859.2928038, 4215409.93259503, 4211822.36366856, 4204645.66367771)"
Cyclopoida,South,Ten-year Average,2,Feb,2587.448,"c(616910.644414582, 621651.641269435, 624948.632891888, 625396.04777301, 638081.114670928, 642107.768394239, 4217441.26619409, 4211591.84755491, 4204859.2928038, 4215409.93259503, 4211822.36366856, 4204645.66367771)"
Cyclopoida,South,Ten-year Average,3,Mar,10975.373385207819,"c(614667.03644006, 616910.644414582, 619268.140229963, 621218.645926346, 621651.641269435, 624406.417504756, 624948.632891888, 625304.637251192, 625396.04777301, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 638081.114670928, 642107.768394239, 643306.117529073, 4212588.27696575, 4217441.26619409, 4216665.27113133, 4211847.32628536, 4211591.84755491, 4209025.21127715, 4204859.2928038, 4216447.37592703, 4215409.93259503, 4200599.90264995, 
4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4211822.36366856, 4204645.66367771, 4203344.61184807)"
Cyclopoida,South,Ten-year Average,4,Apr,13287.877578348669,"c(614667.03644006, 616910.644414582, 619268.140229963, 621218.645926346, 621651.641269435, 624406.417504756, 624948.632891888, 625304.637251192, 625396.04777301, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 638081.114670928, 642107.768394239, 643306.117529073, 4212588.27696575, 4217441.26619409, 4216665.27113133, 4211847.32628536, 4211591.84755491, 4209025.21127715, 4204859.2928038, 4216447.37592703, 4215409.93259503, 4200599.90264995, 
4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4211822.36366856, 4204645.66367771, 4203344.61184807)"
Cyclopoida,South,Ten-year Average,5,May,10583.234473638855,"c(614667.03644006, 616910.644414582, 619268.140229963, 621218.645926346, 621651.641269435, 624406.417504756, 624948.632891888, 625304.637251192, 625396.04777301, 625833.734896044, 626045.038747303, 629993.864693315, 631042.411603019, 631986.494447411, 635814.641065091, 638081.114670928, 642107.768394239, 643306.117529073, 4212588.27696575, 4217441.26619409, 4216665.27113133, 4211847.32628536, 4211591.84755491, 4209025.21127715, 4204859.2928038, 4216447.37592703, 4215409.93259503, 4200599.90264995, 
4191138.34835578, 4203686.01594768, 4212418.79970465, 4218556.3405018, 4207498.86371765, 4211822.36366856, 4204645.66367771, 4203344.61184807)"
Cyclopoida,South,Ten-year Average,6,Jun,10836.536827631915,"c(614667.03644006, 615283.557383213, 615978.088752662, 616057.425432039, 616115.939030123, 616910.644414582, 619218.446446995, 619268.140229963, 621218.645926346, 621651.641269435, 624366.817025338, 624406.417504756, 624948.632891888, 625304.637251192, 625396.04777301, 625433.478890996, 625833.734896044, 625897.598068151, 626045.038747303, 626621.288270914, 629993.864693315, 630637.063092993, 631042.411603019, 631986.494447411, 632213.391466713, 635814.641065091, 636619.79049491, 638081.114670928, 
642107.768394239, 643306.117529073, 643714.806261501, 4212588.27696575, 4212616.94732274, 4214995.17237656, 4214352.60003918, 4214273.08183332, 4217441.26619409, 4216524.70222468, 4216665.27113133, 4211847.32628536, 4211591.84755491, 4209665.00022761, 4209025.21127715, 4204859.2928038, 4216447.37592703, 4215409.93259503, 4215656.90272774, 4200599.90264995, 4191170.49136537, 4191138.34835578, 4200199.17865328, 4203686.01594768, 4212848.48900318, 4212418.79970465, 4218556.3405018, 4218517.84628381, 
4207498.86371765, 4206775.29744412, 4211822.36366856, 4204645.66367771, 4203344.61184807, 4202890.03653371)"
Cyclopoida,South,Ten-year Average,12,Dec,3990.85,"c(614669.307440468, 614693.271679319, 615914.635465887, 616910.644414582, 618489.998444689, 621651.641269435, 624882.737417918, 624948.632891888, 625396.04777301, 630152.454240324, 631926.796112434, 636053.214200487, 638081.114670928, 642107.768394239, 643023.847178218, 4212301.97529453, 4212158.03572687, 4213423.86045941, 4217441.26619409, 4216431.9417853, 4211591.84755491, 4216902.60588368, 4204859.2928038, 4215409.93259503, 4212858.49718612, 4218614.19853273, 4207200.93380169, 4211822.36366856, 
4204645.66367771, 4203607.17211444)"
Cyclopoida,West,Ten-year Average,1,Jan,6311.242,"c(583446.936826306, 583519.135936806, 585770.343803212, 588092.656556216, 595957.666456988, 598410.994002633, 598763.418437721, 600170.183869724, 602732.024567753, 602977.046946434, 603988.784767039, 604235.982990764, 605010.003540227, 606050.964571776, 606535.716855334, 608296.963787482, 608976.691436225, 611753.997973298, 614557.090630688, 4226277.74046912, 4219249.62470922, 4225161.16941565, 4212948.10835528, 4211464.39753987, 4212444.67927349, 4212326.86835208, 4213531.46393795, 4213612.17941339, 
4213385.5496942, 4213379.52763577, 4213260.61001307, 4208955.75306207, 4213361.70462844, 4213867.42789736, 4215162.35186175, 4215697.57095411, 4210186.16851102, 4211856.47047179)"
Cyclopoida,West,Ten-year Average,2,Feb,11108.163,"c(583446.936826306, 583519.135936806, 585770.343803212, 588092.656556216, 591856.346510716, 594911.998784962, 595957.666456988, 598001.432907001, 599528.273676216, 599890.415129014, 600312.592417292, 602732.024567753, 603275.379166838, 603444.873360947, 604851.2279505, 605010.003540227, 605241.065866082, 606122.696454293, 4226277.74046912, 4219249.62470922, 4225161.16941565, 4212948.10835528, 4212434.78789046, 4211504.31986667, 4211464.39753987, 4212206.7005934, 4213072.93088977, 4213450.34791228, 
4213366.75212725, 4213612.17941339, 4213592.41144831, 4213372.60709379, 4213179.71833764, 4208955.75306207, 4213160.21569785, 4213917.52864558)"
Cyclopoida,West,Ten-year Average,3,Mar,24283.153042886617,"c(583446.936826306, 583519.135936806, 583944.435678702, 585148.932302405, 585401.425607669, 585770.343803212, 588092.656556216, 588957.771428719, 590298.763486391, 591386.078590084, 592428.889803457, 593044.983645824, 595005.639904409, 595957.666456988, 597372.586512643, 598699.852962879, 599195.49294543, 599330.585355231, 599773.878163623, 601435.140212167, 602160.852282862, 602732.024567753, 604521.464157332, 605010.003540227, 605378.342400703, 605518.092268993, 606097.977109922, 606113.364821663, 
606726.527884736, 607134.879119984, 607551.356148433, 607926.352781357, 609581.765951919, 611345.746392507, 4226277.74046912, 4219249.62470922, 4219069.79191186, 4225187.92092806, 4214398.69412146, 4225161.16941565, 4212948.10835528, 4212063.07973062, 4212839.08004785, 4214621.1946861, 4212241.50850661, 4224886.14895698, 4211601.95643209, 4211464.39753987, 4219955.18360314, 4212503.65797327, 4212875.88957859, 4212950.77782324, 4209994.27220779, 4211293.19003828, 4213611.65905069, 4213612.17941339, 
4213167.60420761, 4208955.75306207, 4213333.33859404, 4211890.99442856, 4208328.37288823, 4213892.99195311, 4214036.39196362, 4214341.39220241, 4214699.79123948, 4214862.34007174, 4216102.997502, 4209979.26996417)"
Cyclopoida,West,Ten-year Average,4,Apr,22126.314238232422,"c(583324.807025391, 583446.936826306, 583519.135936806, 583903.654862853, 583944.435678702, 585148.932302405, 585401.425607669, 585770.343803212, 588092.656556216, 588957.771428719, 591386.078590084, 593044.983645824, 593378.106550684, 595005.639904409, 595957.666456988, 597372.586512643, 598102.750942693, 599330.585355231, 599773.878163623, 599935.638469133, 601435.140212167, 602732.024567753, 605010.003540227, 605289.73481004, 605518.092268993, 606097.977109922, 606113.364821663, 607071.410362045, 
607953.254629192, 609581.765951919, 611813.43072026, 614660.826474383, 4213563.79420603, 4226277.74046912, 4219249.62470922, 4213580.82918815, 4219069.79191186, 4225187.92092806, 4214398.69412146, 4225161.16941565, 4212948.10835528, 4212063.07973062, 4214621.1946861, 4224886.14895698, 4212108.0591235, 4211601.95643209, 4211464.39753987, 4219955.18360314, 4211808.41168212, 4212950.77782324, 4209994.27220779, 4213339.92697411, 4211293.19003828, 4213612.17941339, 4208955.75306207, 4213196.46796375, 
4211890.99442856, 4208328.37288823, 4213892.99195311, 4213830.05638534, 4214818.3048005, 4216102.997502, 4210140.92589458, 4211968.91015961)"
Cyclopoida,West,Ten-year Average,5,May,37904.13906777656,"c(583446.936826306, 583519.135936806, 583944.435678702, 585148.932302405, 585401.425607669, 585770.343803212, 586804.491167611, 588092.656556216, 588957.771428719, 590984.176890939, 591386.078590084, 591793.682660655, 593044.983645824, 595005.639904409, 595957.666456988, 597372.586512643, 599330.585355231, 599773.878163623, 601435.140212167, 602732.024567753, 605010.003540227, 605518.092268993, 606097.977109922, 606113.364821663, 607356.337991095, 609581.765951919, 611532.338158792, 4226277.74046912, 
4219249.62470922, 4219069.79191186, 4225187.92092806, 4214398.69412146, 4225161.16941565, 4213045.26043057, 4212948.10835528, 4212063.07973062, 4212746.82615501, 4214621.1946861, 4212545.05387461, 4224886.14895698, 4211601.95643209, 4211464.39753987, 4219955.18360314, 4212950.77782324, 4209994.27220779, 4211293.19003828, 4213612.17941339, 4208955.75306207, 4211890.99442856, 4208328.37288823, 4213892.99195311, 4214379.81994841, 4216102.997502, 4210039.52764044)"
Cyclopoida,West,Ten-year Average,6,Jun,11103.144623755272,"c(583119.81920127, 583446.936826306, 583519.135936806, 583613.097655573, 583944.435678702, 584941.196259181, 585148.932302405, 585401.425607669, 585669.929183574, 585740.816183715, 585770.343803212, 586137.291687738, 586521.937271681, 588092.656556216, 588957.771428719, 591247.894584217, 591386.078590084, 593029.95159612, 593044.983645824, 594500.544451587, 595005.639904409, 595957.666456988, 597370.063199592, 597372.586512643, 599118.152855295, 599228.883161803, 599330.585355231, 599378.107156354, 
599658.763792518, 599773.878163623, 599964.133679194, 601155.484715555, 601435.140212167, 602732.024567753, 604070.585003915, 604754.439770093, 605010.003540227, 605518.092268993, 605855.914792131, 605942.229367344, 606097.977109922, 606113.364821663, 606648.885579152, 607453.795613233, 609581.765951919, 609592.342877349, 609930.043138731, 609943.865503235, 4213017.95558086, 4226277.74046912, 4219249.62470922, 4218893.26745437, 4219069.79191186, 4213358.54040645, 4225187.92092806, 4214398.69412146, 
4224880.46126309, 4214407.80667083, 4225161.16941565, 4213082.57119832, 4213048.91486485, 4212948.10835528, 4212063.07973062, 4214348.87481465, 4214621.1946861, 4224898.18392414, 4224886.14895698, 4211417.42258164, 4211601.95643209, 4211464.39753987, 4219580.05698879, 4219955.18360314, 4212741.77918156, 4210058.65054097, 4212950.77782324, 4213011.28343501, 4213021.36798825, 4209994.27220779, 4213162.71597459, 4212612.54565873, 4211293.19003828, 4213612.17941339, 4213295.11920962, 4213200.66950152, 
4208955.75306207, 4211890.99442856, 4208782.4565482, 4213626.63788675, 4208328.37288823, 4213892.99195311, 4213935.49499872, 4214041.50928281, 4216102.997502, 4209701.8361844, 4209617.59456994, 4209673.27035865)"
Cyclopoida,West,Ten-year Average,12,Dec,7718.874,"c(583446.936826306, 583519.135936806, 583990.926318099, 585688.564663313, 585770.343803212, 586009.771173356, 587378.578282754, 588092.656556216, 588604.237406087, 589771.585769042, 592337.215757371, 595206.209676667, 595957.666456988, 597924.810972482, 598593.630643726, 599271.346031348, 601907.481319768, 602732.024567753, 605010.003540227, 605025.687308642, 605042.580418794, 605441.504220817, 606055.839332474, 607001.61755214, 607106.269738374, 607177.862502747, 607663.207940034, 609873.94912735, 
611116.646066552, 614586.863121354, 614635.438670596, 4226277.74046912, 4219249.62470922, 4219322.17324796, 4225107.03970885, 4225161.16941565, 4213111.18654448, 4212937.09441836, 4212948.10835528, 4212942.55534868, 4212905.38924932, 4214524.27477996, 4211710.82924358, 4211464.39753987, 4216245.25308074, 4212580.05502469, 4212987.78773164, 4210365.77201132, 4213612.17941339, 4208955.75306207, 4213259.64835726, 4208948.40381763, 4209056.75542029, 4213661.40876269, 4214267.50519727, 4214382.07823769, 
4214408.5446496, 4209575.16910119, 4209650.1329622, 4209933.30904288, 4211986.18261581, 4211901.96411107)"
Cyclopoida,NA,Ten-year Average,1,Jan,2162.415,"c(551653.42046035, 555216.783936818, 4213837.49124969, 4209392.50601384)"
Cyclopoida,NA,Ten-year Average,2,Feb,1244.451,"c(551653.42046035, 555216.783936818, 4213837.49124969, 4209392.50601384)"
Cyclopoida,NA,Ten-year Average,3,Mar,1732.852716416899,"c(551653.42046035, 555216.783936818, 557021.79142996, 558061.801300164, 4213837.49124969, 4209392.50601384, 4212705.98022659, 4214497.57015602)"
Cyclopoida,NA,Ten-year Average,4,Apr,2169.104268971243,"c(551653.42046035, 555216.783936818, 557021.79142996, 558061.801300164, 4213837.49124969, 4209392.50601384, 4212705.98022659, 4214497.57015602)"
Cyclopoida,NA,Ten-year Average,5,May,3438.7579675083784,"c(551653.42046035, 555216.783936818, 557021.79142996, 558061.801300164, 4213837.49124969, 4209392.50601384, 4212705.98022659, 4214497.57015602)"
Cyclopoida,NA,Ten-year Average,6,Jun,4010.3621427698163,"c(551653.42046035, 555216.783936818, 557021.79142996, 558061.801300164, 4213837.49124969, 4209392.50601384, 4212705.98022659, 4214497.57015602)"
Cyclopoida,NA,Ten-year Average,12,Dec,3790.931111111111,"c(551653.42046035, 555216.783936818, 4213837.49124969, 4209392.50601384)"
